"Section","Band","Rank","Rank for prize","Call","WWL","Claimed score","Claimed QSOs","Cross checked score","Cross checked QSOs","# deleted QSOs","% error score","Unique","% unique score","% CW QSOs","% MGM QSOs","cross checked ODX call","cross checked ODX QRB","Millimeter Group score","PWR(W)","RTX","Ant","ASL(m)",
"SO 1.3 GHz","1.3 GHz","109","0","OM5LD","JN98AH","1563","18","1301","15","","16,8 %","0","0,0 %","73,3 %","0,0 %","HA6W","182","0","PWR(W): 5","TRX: IC910","Ant: 21el HB9SSH","ASL(m): 180","",
"SO 1.3 GHz","1.3 GHz","109","0","DL1HTT","JO61FR","1301","13","1301","13","","0,0 %","0","0,0 %","38,5 %","0,0 %","DH1AKY/P","168","0","PWR(W): 3","TRX:","Ant: X5000","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","111","0","LZ5HP","KN12TM","1297","11","1297","11","","0,0 %","3","19,7 %","0,0 %","0,0 %","LZ2QA","400","0","PWR(W): 50","TRX:","Ant: 2x20 el.","ASL(m): 1000","",
"SO 1.3 GHz","1.3 GHz","112","0","OK1DMP","JN79IX","1275","14","1275","14","","0,0 %","0","0,0 %","57,1 %","0,0 %","OE5LHM/P","162","0","PWR(W): 10","TRX: IC-9700","Ant: 44 el. Yagi","ASL(m): 380","",
"SO 1.3 GHz","1.3 GHz","113","0","DH1VY","JN39KF","1273","7","1273","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","497","0","PWR(W): 10","TRX:","Ant: 4 x 23 Elem. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","114","0","IQ3TR/3","JN65DR","1236","9","1236","9","","0,0 %","0","0,0 %","0,0 %","0,0 %","S50C","203","0","PWR(W): 60","TRX: Kenwood 790e + pa","Ant: Disco cm 200","ASL(m): 30","",
"SO 1.3 GHz","1.3 GHz","115","0","9A3NI","JN65TF","1215","9","1215","9","","0,0 %","0","0,0 %","0,0 %","0,0 %","IN3XSV","195","0","PWR(W): 10","TRX: xvert","Ant: 16 yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","116","0","DM2EUN","JO60IV","1610","18","1194","15","","25,8 %","0","0,0 %","0,0 %","0,0 %","OK1KUO","276","0","PWR(W): 120","TRX:","Ant: 44 ele LY","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","117","0","S57WW","JN86CM","1173","4","1173","4","","0,0 %","0","0,0 %","25,0 %","0,0 %","DK0NA","544","0","PWR(W): 15","TRX: FT-817+TRV","Ant: 35 EL","ASL(m): 210","",
"SO 1.3 GHz","1.3 GHz","118","0","DL3ZAE/P","JO50AL","1280","8","1166","7","","8,9 %","0","0,0 %","0,0 %","0,0 %","OK2M","282","0","PWR(W): 12","TRX:","Ant: Ya23","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","119","0","YO9DBP","KN24QX","1163","9","1163","9","","0,0 %","0","0,0 %","0,0 %","0,0 %","LZ2T","255","0","PWR(W): 10","TRX:","Ant: YAGI 59 EL","ASL(m): 323","",
"SO 1.3 GHz","1.3 GHz","120","0","DG4VW","JO61VB","1159","13","1159","13","","0,0 %","0","0,0 %","0,0 %","0,0 %","OM3KII","373","0","PWR(W): 10","TRX:","Ant: 23 Elem","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","121","0","DH2UAK","JO71FU","2024","11","1146","8","","43,4 %","0","0,0 %","0,0 %","0,0 %","OK1KUO","229","0","PWR(W): 100","TRX:","Ant: 2x67el","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","122","0","DK5KT","JO52HM","1208","12","1131","11","","6,4 %","0","0,0 %","0,0 %","0,0 %","OK2A","280","0","PWR(W): 140","TRX:","Ant: FX-2309","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","123","0","YO9CWY","KN35GC","1055","6","1055","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","LZ1RT","278","0","PWR(W): 2","TRX:","Ant: yagi 19 ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","124","0","OE3REC","JN77TX","1167","7","1043","6","","10,6 %","1","8,4 %","0,0 %","0,0 %","OK2KYZ","257","0","PWR(W): 10","TRX:","Ant: X3000 vertikal","ASL(m): 1313","",
"SO 1.3 GHz","1.3 GHz","125","0","DL2DRG","JO70IT","1162","12","1019","11","","12,3 %","0","0,0 %","36,4 %","0,0 %","DK0NA","224","0","PWR(W): 50","TRX:","Ant: 20 El. Yag","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","126","0","YO7CW","KN24KU","1223","11","1002","10","","18,1 %","1","1,9 %","0,0 %","0,0 %","LZ1RT","241","0","PWR(W): 20","TRX:","Ant: Yagi","ASL(m): 320","",
"SO 1.3 GHz","1.3 GHz","127","0","OE3EMC","JN78JO","1391","9","994","6","","28,5 %","1","7,0 %","16,7 %","0,0 %","OL9W","268","0","PWR(W): 10","TRX:","Ant: 2 x 23 Element Yagi","ASL(m): 910m","",
"SO 1.3 GHz","1.3 GHz","128","0","LZ2AB","KN22XS","993","8","993","8","","0,0 %","0","0,0 %","0,0 %","0,0 %","LZ2QA","210","0","PWR(W): 10","TRX:","Ant: 36el.","ASL(m): 1500","",
"SO 1.3 GHz","1.3 GHz","129","0","IB1E","JN44WS","1185","7","992","6","","16,3 %","0","0,0 %","0,0 %","0,0 %","IQ1KW","212","0","PWR(W): 10","TRX: IC-905","Ant: Yagi 16 el.","ASL(m): 580","",
"SO 1.3 GHz","1.3 GHz","130","0","DF0EN","JO31JG","1063","13","968","11","","8,9 %","0","0,0 %","0,0 %","0,0 %","DK0NA","355","0","PWR(W): 80","TRX:","Ant: 44 Element","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","131","0","DL7ATR","JO30EM","955","8","955","8","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","188","0","PWR(W): 0","TRX:","Ant: 10 el","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","132","0","OK2VPX","JN89NP","1045","14","931","13","","10,9 %","0","0,0 %","0,0 %","0,0 %","OK1NS","211","0","PWR(W): 13","TRX: ft817+tr","Ant: 44y","ASL(m): 240","",
"SO 1.3 GHz","1.3 GHz","133","0","YO9AYN","KN24SW","900","6","900","6","","0,0 %","0","0,0 %","16,7 %","0,0 %","YP2DX","389","0","PWR(W): 100","TRX:","Ant: 49 el Yagi","ASL(m): 240","",
"SO 1.3 GHz","1.3 GHz","134","0","IU5IAP","JN53GQ","1051","6","892","5","","15,1 %","0","0,0 %","0,0 %","0,0 %","IQ1KW","287","0","PWR(W): 10","TRX: IC275E + TRV ELT +P.A. SG LAB","Ant: 27 EL LOOPYAGI  HOMEMADE","ASL(m): 6","",
"SO 1.3 GHz","1.3 GHz","135","0","DL5DWF","JO71AA","1050","12","864","11","","17,7 %","0","0,0 %","45,5 %","0,0 %","DL6KDS/P","233","0","PWR(W): 50","TRX:","Ant: 35 Element","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","136","0","OK2JI","JN89LX","878","11","857","10","","2,4 %","0","0,0 %","0,0 %","0,0 %","OK1KKL","138","0","PWR(W): 30","TRX: IC-9700","Ant: 4xSBF","ASL(m): 330","",
"SO 1.3 GHz","1.3 GHz","137","0","DL4MN","JO51JT","833","16","833","16","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL4MW","126","0","PWR(W): 10","TRX:","Ant: 13el","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","138","0","IK7RWE","JN80XP","787","3","787","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","IK3GHY","711","0","PWR(W): 10","TRX: IC-9700","Ant: 23 El.","ASL(m): 10","",
"SO 1.3 GHz","1.3 GHz","139","0","SM6CEN","JO67AJ","780","1","780","1","","0,0 %","0","0,0 %","100,0 %","0,0 %","OK2A","780","0","PWR(W): 80","TRX:","Ant: 55 el yagi","ASL(m): 0","",
"SO 1.3 GHz","1.3 GHz","140","0","I1GPE","JN45AN","775","6","775","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","IN3IIC","421","0","PWR(W): 60","TRX: FT225RD+transverter+SSPA","Ant: 23 el. F9FT","ASL(m): 440","",
"SO 1.3 GHz","1.3 GHz","141","0","IK3MLF","JN55WJ","772","6","772","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","S50C","247","0","PWR(W): 10","TRX: IC-9700","Ant: 55 ELEMENTI","ASL(m): 40","",
"SO 1.3 GHz","1.3 GHz","142","0","IK2PCU/1","JN33XU","767","2","767","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","IT9DJF","746","0","PWR(W): 100","TRX: IC9700","Ant: 55 ELEMENTI TONNA","ASL(m): 190","",
"SO 1.3 GHz","1.3 GHz","143","0","DM4SWL","JO60UW","744","9","744","9","","0,0 %","0","0,0 %","0,0 %","0,0 %","DG5BRE","177","0","PWR(W): 2","TRX:","Ant: Ya-13","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","144","0","DJ6JJ","JO32OH","727","8","727","8","","0,0 %","0","0,0 %","25,0 %","0,0 %","DM5D","435","0","PWR(W): 10","TRX:","Ant: 21el","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","145","0","DH5EAM","JO31FG","692","15","692","15","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","110","0","PWR(W): 20","TRX:","Ant: 52 ele. Tonna","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","146","0","S52IT","JN66WB","691","7","691","7","","0,0 %","0","0,0 %","42,9 %","0,0 %","I3CLZ","203","0","PWR(W): 10","TRX: IC9700","Ant: 20 elm.Yagi","ASL(m): 1072","",
"SO 1.3 GHz","1.3 GHz","147","0","DL2GBG","JO30MJ","741","8","683","7","","7,8 %","0","0,0 %","0,0 %","0,0 %","ON4CJQ/P","165","0","PWR(W): 7","TRX:","Ant: 20 ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","148","0","DJ3AM","JO32RG","676","9","676","9","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","417","0","PWR(W): 10","TRX:","Ant: yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","149","0","IW1CKM","JN44HV","662","3","662","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","S50C","504","0","PWR(W): 120","TRX: IC 910 + Amply","Ant: 36 elementi","ASL(m): 12","",
"SO 1.3 GHz","1.3 GHz","150","0","DF7DD","JO31RH","649","13","649","13","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL2YDS","100","0","PWR(W): 10","TRX:","Ant: Dipol","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","151","0","IV3AOL","JN65VP","898","3","646","2","","28,1 %","0","0,0 %","0,0 %","0,0 %","IQ1KW","529","0","PWR(W): 25","TRX: YAESU FT-991A+transv SG-LAB 23 cm+LA SG-LAB","Ant: Parabola 1,9m","ASL(m): 170","",
"SO 1.3 GHz","1.3 GHz","152","0","YO7BM/P","KN24KT","619","7","619","7","","0,0 %","1","14,4 %","0,0 %","0,0 %","LZ1RT","237","0","PWR(W): 10","TRX: ICOM 9700","Ant: YAGI 44 EL.","ASL(m): 350","",
"SO 1.3 GHz","1.3 GHz","153","0","OK1MAC/P","JN79OP","603","4","603","4","","0,0 %","0","0,0 %","100,0 %","0,0 %","OM5AW","255","0","PWR(W): 8","TRX: ic9700","Ant: loop yagi","ASL(m): 460","",
"SO 1.3 GHz","1.3 GHz","154","0","DL3YDP","JO31NN","591","9","591","9","","0,0 %","0","0,0 %","11,1 %","0,0 %","DL8LR","223","0","PWR(W): 10","TRX:","Ant: 44-Ele. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","155","0","SP6ASD","JO81LD","690","5","568","4","","17,7 %","0","0,0 %","100,0 %","0,0 %","OL9W","206","0","PWR(W): 60","TRX:","Ant: 23ELEF9FT on the balcony","ASL(m): 115","",
"SO 1.3 GHz","1.3 GHz","155","0","DL2KBX","JO30EM","568","7","568","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","DC6CX/P","111","0","PWR(W): 50","TRX:","Ant: 36 Elem.","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","157","0","IZ5HQB","JN53NS","1052","5","554","4","","47,3 %","1","1,8 %","25,0 %","0,0 %","IQ1KW","327","0","PWR(W): 20","TRX: FT-817D+TRV SG-LAB","Ant: 23 ELEMENTI","ASL(m): 50","",
"SO 1.3 GHz","1.3 GHz","158","0","DM8MM","JO30CX","548","8","548","8","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL8LR","176","0","PWR(W): 10","TRX:","Ant: 44 el Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","159","0","OE5FPL","JN68PG","541","5","541","5","","0,0 %","0","0,0 %","60,0 %","0,0 %","OK1PGS","191","0","PWR(W): 10","TRX:","Ant: 26 Element Yagi","ASL(m): 370","",
"SO 1.3 GHz","1.3 GHz","160","0","IK3YAA","JN65JS","536","5","536","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","S50C","165","0","PWR(W): 150","TRX: transverter","Ant: dish 1,5m","ASL(m): 5","",
"SO 1.3 GHz","1.3 GHz","161","0","OE3KAR","JN88EI","1032","8","520","5","","49,6 %","0","0,0 %","0,0 %","0,0 %","OL9W","184","0","PWR(W): 2","TRX:","Ant: 17el Yagi","ASL(m): 169","",
"SO 1.3 GHz","1.3 GHz","162","0","DA6KK","JO30GT","623","8","513","6","","17,7 %","0","0,0 %","0,0 %","0,0 %","DF0MU","153","0","PWR(W): 10","TRX:","Ant: 1x 14 Element","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","163","0","IK3HAR","JN55RK","512","3","512","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","IQ1KW","346","0","PWR(W): 25","TRX:","Ant: 2x44","ASL(m): 210","",
"SO 1.3 GHz","1.3 GHz","164","0","OM5UM","JN98EO","557","10","500","9","","10,2 %","0","0,0 %","66,7 %","0,0 %","HG7F","105","0","PWR(W): 10","TRX: IC9100","Ant: OK2KKW","ASL(m): 200","",
"SO 1.3 GHz","1.3 GHz","165","0","DL1YEG","JO42HG","499","5","499","5","","0,0 %","0","0,0 %","20,0 %","0,0 %","DF0YY","268","0","PWR(W): 100","TRX:","Ant: Doppelquad unter Dach","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","166","0","OK1DDV/P","JN79EI","496","3","496","3","","0,0 %","0","0,0 %","33,3 %","0,0 %","OM3KII","249","0","PWR(W): 10","TRX: IC910H","Ant: 39 el DL6WU","ASL(m): 495","",
"SO 1.3 GHz","1.3 GHz","167","0","DK5AJ","JO51GO","481","4","481","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","159","0","PWR(W): 100","TRX:","Ant: Wimo","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","168","0","YO5OHB","KN17LQ","466","2","466","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","YP2DX","274","0","PWR(W): 10","TRX:","Ant: Yagi 64 EL","ASL(m): 150","",
"SO 1.3 GHz","1.3 GHz","169","0","DK5DQ","JO31QH","570","7","465","6","","18,4 %","0","0,0 %","0,0 %","0,0 %","DL8LR","195","0","PWR(W): 10","TRX:","Ant: Doppel-Quad","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","170","0","9A2MW","JN75VW","464","7","464","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","9A5CCM","126","0","PWR(W): 10","TRX:","Ant: 36 el.yagi","ASL(m): 260","",
"SO 1.3 GHz","1.3 GHz","171","0","DG3BZ","JO31LG","457","12","457","12","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","96","0","PWR(W): 10","TRX:","Ant: X5000","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","172","0","DL2WM","JO61EP","436","4","436","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK2A","143","0","PWR(W): 3","TRX:","Ant: 21 Elem. Yagi fAA¼r 23","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","173","0","OK1DPA","JN89IV","568","8","431","7","","24,1 %","0","0,0 %","0,0 %","0,0 %","OK1KKL","128","0","PWR(W): 10","TRX: TS 2000","Ant: Quad 1el.","ASL(m): 606","",
"SO 1.3 GHz","1.3 GHz","174","0","DK2TX","JN59LN","1186","7","396","5","","66,6 %","0","0,0 %","40,0 %","0,0 %","OK2A","161","0","PWR(W): 10","TRX:","Ant: yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","175","0","DG6ME","JO51KV","384","12","384","12","","0,0 %","0","0,0 %","8,3 %","0,0 %","DF0YY","118","0","PWR(W): 10","TRX:","Ant: X-5000","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","176","0","DG0ONW","JO50LP","383","7","383","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","DJ3AK","197","0","PWR(W): 20","TRX:","Ant: 1m Dish","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","177","0","DH1GSD","JO52TD","366","7","366","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","160","0","PWR(W): 0","TRX:","Ant: not provided","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","178","0","OM3THX","JN98ET","478","9","299","6","","37,4 %","0","0,0 %","66,7 %","0,0 %","OL9W","76","0","PWR(W): 3","TRX: TR9130 + TRANSVERT.","Ant: Yagi","ASL(m): 997","",
"SO 1.3 GHz","1.3 GHz","179","0","DC9BG","JO42EF","284","3","284","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL5EBS","134","0","PWR(W): 10","TRX:","Ant: helix","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","180","0","DL2OCH/P","JO52BP","281","4","281","4","","0,0 %","1","0,4 %","0,0 %","0,0 %","DM5D","273","0","PWR(W): 10","TRX:","Ant: 13 ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","181","0","DL0BBK","JO31IG","279","8","279","8","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL4M","92","0","PWR(W): 10","TRX:","Ant: Flexa","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","182","0","DB9OH","JO52JI","265","3","265","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","217","0","PWR(W): 10","TRX:","Ant: Doppel Quad","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","183","0","LZ5ZO","KN12UM","263","5","263","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","LZ7Z","77","0","PWR(W): 2","TRX:","Ant: 24el yagi","ASL(m): 930","",
"SO 1.3 GHz","1.3 GHz","184","0","DO6KDS","JO30CX","396","8","258","7","","34,8 %","0","0,0 %","0,0 %","0,0 %","DL5EBS","74","0","PWR(W): 10","TRX:","Ant: 44 el Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","185","0","OE3YSC","JN78HN","358","5","255","3","","28,8 %","3","100,0 %","0,0 %","0,0 %","OE5AIM/P","155","0","PWR(W): 2","TRX:","Ant: 60cm Dish","ASL(m): 1050","",
"SO 1.3 GHz","1.3 GHz","186","0","OK2BRZ","JN89PP","254","5","254","5","","0,0 %","0","0,0 %","80,0 %","0,0 %","OL9W","69","0","PWR(W): 4","TRX: Fantom + transvertor","Ant: 2x biquad","ASL(m): 230","",
"SO 1.3 GHz","1.3 GHz","187","0","DD7EQ","JO31IG","301","8","253","7","","15,9 %","0","0,0 %","0,0 %","0,0 %","DL4M","92","0","PWR(W): 10","TRX:","Ant: Flexa","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","188","0","DL1DBR","JO41BN","247","4","247","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","84","0","PWR(W): 60","TRX:","Ant: 23 ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","189","0","OM6CV","JN99LD","227","3","227","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","OM5CM","114","0","PWR(W): 10","TRX: TS2000X","Ant: Parabola 120cm","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","190","0","SN9W","JO90PP","220","1","220","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","SP5IDR","220","0","PWR(W): 250","TRX:","Ant: 100 EL","ASL(m): 375","",
"SO 1.3 GHz","1.3 GHz","191","0","DL5DRG","JO61VA","487","11","218","9","","55,2 %","0","0,0 %","11,1 %","0,0 %","DM5D","42","0","PWR(W): 10","TRX:","Ant: 23 El. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","192","0","9A2SB","JN95GM","210","1","210","1","","0,0 %","0","0,0 %","100,0 %","0,0 %","9A3AQ","210","0","PWR(W): 60","TRX:","Ant: 2m dish","ASL(m): 92","",
"SO 1.3 GHz","1.3 GHz","193","0","S53VV","JN65VN","204","2","204","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","I3CLZ","196","0","PWR(W): 1","TRX: IC202 + xverter","Ant: 24 el. Loop","ASL(m): 100 m","",
"SO 1.3 GHz","1.3 GHz","194","0","DL5YCL","JO31MO","203","6","203","6","","0,0 %","1","6,4 %","0,0 %","0,0 %","DF0MU","59","0","PWR(W): 25","TRX:","Ant: 26 Element Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","195","0","DM2DXG","JO51MV","295","11","202","8","","31,5 %","0","0,0 %","0,0 %","0,0 %","DF0YY","107","0","PWR(W): 10","TRX:","Ant: Quad","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","196","0","YO4HFU","KN45CE","195","1","195","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","YO3FWL","195","0","PWR(W): 35","TRX:","Ant: SVENSKA 60","ASL(m): 90","",
"SO 1.3 GHz","1.3 GHz","197","0","DK0HS","JO30CX","327","7","189","6","","42,2 %","0","0,0 %","0,0 %","0,0 %","DG1E","58","0","PWR(W): 10","TRX:","Ant: 44 el Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","198","0","DG0LFG","JO61HG","185","3","185","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK2A","99","0","PWR(W): 10","TRX:","Ant: Groundplane","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","199","0","DL6UJH","JO62WA","168","2","168","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","112","0","PWR(W): 10","TRX:","Ant: 30 Element  Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","200","0","S51SL","JN76ID","160","5","160","5","","0,0 %","0","0,0 %","20,0 %","0,0 %","S59GS","65","0","PWR(W): 25","TRX: IC 9700","Ant: 64 el","ASL(m): 380","",
"SO 1.3 GHz","1.3 GHz","201","0","OM3YFT","JN99IF","156","3","156","3","","0,0 %","0","0,0 %","66,7 %","0,0 %","OM3KII","84","0","PWR(W): 50","TRX: TS120+ Transv","Ant: 120cm parabola","ASL(m): 360","",
"SO 1.3 GHz","1.3 GHz","202","0","DL4YDR","JO32RG","130","7","130","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL2YDS","50","0","PWR(W): 10","TRX:","Ant: 16 Elem Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","203","0","IN3AHO","JN56NB","128","5","128","5","","0,0 %","3","45,3 %","0,0 %","0,0 %","IW3ARN","43","0","PWR(W): 10","TRX: ts2000","Ant: 23el","ASL(m): 193","",
"SO 1.3 GHz","1.3 GHz","204","0","DL1KBL","JO31AA","125","5","125","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DG1E","67","0","PWR(W): 10","TRX:","Ant: 14el","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","205","0","S55HH","JN86BO","116","2","116","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","S50C","109","0","PWR(W): 10","TRX: TS2000","Ant: X5000","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","206","0","DH6ABE","JO51LU","115","8","104","7","","9,6 %","0","0,0 %","0,0 %","0,0 %","DL3LAR","47","0","PWR(W): 10","TRX:","Ant: shf 2344","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","207","0","DG4OP","JO52BP","102","6","102","6","","0,0 %","1","45,1 %","0,0 %","0,0 %","DJ8OA","46","0","PWR(W): 10","TRX:","Ant: 18 Element Yadi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","208","0","OK2PE","JN99CI","107","4","94","3","","12,1 %","0","0,0 %","100,0 %","0,0 %","OM3KII","67","0","PWR(W): 120","TRX: IC-7600+TR1296H","Ant: parabola 1,2m","ASL(m): 450","",
"SO 1.3 GHz","1.3 GHz","209","0","DJ6NY","JO32RH","92","6","91","5","","1,1 %","0","0,0 %","0,0 %","0,0 %","DL4M","38","0","PWR(W): 10","TRX:","Ant: GP","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","210","0","DL8KL","JO31MO","89","3","89","3","","0,0 %","1","6,7 %","0,0 %","0,0 %","DL4M","48","0","PWR(W): 10","TRX:","Ant: Rundstrahler","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","211","0","OE6RKE/P","JN76MU","82","1","82","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","S59P","82","0","PWR(W): 0,5","TRX:","Ant: 70cm dish offset + vivaldi","ASL(m): 1700","",
"SO 1.3 GHz","1.3 GHz","212","0","DC9VD","JN39LF","78","3","78","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL8LR","45","0","PWR(W): 3","TRX:","Ant: Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","213","0","DH7AFS","JN48TW","61","4","61","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL4SBK","25","0","PWR(W): 10","TRX:","Ant: 21el yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","214","0","DL3IAS","JN49EJ","54","3","54","3","","0,0 %","1","35,2 %","0,0 %","0,0 %","DF4IAE","25","0","PWR(W): 1","TRX:","Ant: Discone","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","215","0","DL6GCK","JN47OR","51","1","51","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","HB9MDP","51","0","PWR(W): 15","TRX:","Ant: 35- Elemente Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","215","0","DH1OK","JN48RW","51","5","51","5","","0,0 %","1","2,0 %","0,0 %","0,0 %","DL3BH","16","0","PWR(W): 10","TRX:","Ant: Vertical","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","217","0","OE5LJM","JN78DA","47","1","47","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","OE5VRL","47","0","PWR(W): 10","TRX:","Ant: 3el. Yagi","ASL(m): 420","",
"SO 1.3 GHz","1.3 GHz","218","0","S57UZX","JN75LT","124","2","46","1","","62,9 %","0","0,0 %","0,0 %","0,0 %","S59DGO","46","0","PWR(W): 10","TRX: -","Ant: Yagi 48 el","ASL(m): 220","",
"SO 1.3 GHz","1.3 GHz","219","0","S59DR","JN76DF","39","1","39","1","","0,0 %","0","0,0 %","100,0 %","0,0 %","S50C","39","0","PWR(W): 25","TRX: IC9700","Ant: 15 EL YAGI","ASL(m): 350","",
"SO 1.3 GHz","1.3 GHz","220","0","DL4NHP/P","JO50TA","38","1","38","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","38","0","PWR(W): 10","TRX:","Ant: 18Element Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","221","0","SQ7X","JO91RT","27","1","27","1","","0,0 %","0","0,0 %","100,0 %","0,0 %","SP7VVB","27","0","PWR(W): 10","TRX:","Ant: logperiodic yagi","ASL(m): 225","",
"SO 1.3 GHz","1.3 GHz","222","0","DL6ON","JO52AO","21","3","21","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DO3OI","8","0","PWR(W): 10","TRX:","Ant: GP","ASL(m):","",
