"Section","Band","Rank","Rank for prize","Call","WWL","Claimed score","Claimed QSOs","Cross checked score","Cross checked QSOs","# deleted QSOs","% error score","Unique","% unique score","% CW QSOs","% MGM QSOs","cross checked ODX call","cross checked ODX QRB","Millimeter Group score","PWR(W)","RTX","Ant","ASL(m)",
"SO 1.3 GHz","1.3 GHz","109","0","DJ6TA","JO30MS","1978","22","1876","20","","5,2 %","0","0,0 %","0,0 %","0,0 %","DK0NA","328","0","PWR(W): 80","TRX:","Ant: 1,2m-Parabol","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","110","0","OK1DPA","JN89IW","1919","20","1874","19","","2,3 %","0","0,0 %","0,0 %","0,0 %","OK2A","284","0","PWR(W): 10","TRX: TS 2000","Ant: F9FT 35 el.","ASL(m): 704","",
"SO 1.3 GHz","1.3 GHz","111","0","DL2MAJ/P","JN58JD","1871","20","1871","20","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK2A","290","0","PWR(W): 10","TRX:","Ant: 37 Ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","112","0","HA9MDN/P","JN86PX","1973","10","1869","9","","5,3 %","0","0,0 %","66,7 %","0,0 %","DK0NA","561","0","PWR(W): 2","TRX:","Ant: 47el DJ9YW","ASL(m): 195","",
"SO 1.3 GHz","1.3 GHz","113","0","IK1YNZ","JN33UT","1704","6","1704","6","","0,0 %","2","26,6 %","0,0 %","0,0 %","IC8TEM","646","0","PWR(W): 150","TRX: IC820H","Ant: 2X55","ASL(m): 100","",
"SO 1.3 GHz","1.3 GHz","114","0","DH9JE","JO31JG","1697","17","1697","17","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","355","0","PWR(W): 80","TRX:","Ant: 44 Element Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","115","0","DG0OGJ","JO50KQ","1694","7","1694","7","","0,0 %","0","0,0 %","42,9 %","0,0 %","OL9W","540","0","PWR(W): 100","TRX:","Ant: 1m-Dish","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","116","0","DL2TXT","JO62NI","1685","18","1685","18","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","246","0","PWR(W): 10","TRX:","Ant: 21 el. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","117","0","IZ5HQB","JN53NS","2395","13","1679","11","","29,9 %","0","0,0 %","18,2 %","0,0 %","IQ1KW","327","0","PWR(W): 20","TRX: FT-817ND+SG-LAB","Ant: 23 ELEMENTI HM","ASL(m): 50","",
"SO 1.3 GHz","1.3 GHz","118","0","IK4RAS","JN54SI","1670","11","1670","11","","0,0 %","0","0,0 %","0,0 %","0,0 %","S59DGO","269","0","PWR(W): 10","TRX: ic 9700","Ant: 36 elementi jxx","ASL(m): 400","",
"SO 1.3 GHz","1.3 GHz","119","0","OK2ZTK","JN89QP","1581","15","1581","15","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK1KKD","257","0","PWR(W): 100","TRX:","Ant: Dish 180","ASL(m): 330","",
"SO 1.3 GHz","1.3 GHz","120","0","IV3CWI","JN66OC","1832","16","1574","15","","14,1 %","0","0,0 %","26,7 %","0,0 %","IK4LFI","286","0","PWR(W): 70","TRX: IC9700 tr","Ant: 20el yagi hm","ASL(m): 130","",
"SO 1.3 GHz","1.3 GHz","121","0","DL8SYL/P","JO62OM","1562","12","1562","12","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK2M","331","0","PWR(W): 20","TRX:","Ant: 15-Element-Scheibenyagi","ASL(m): 103","",
"SO 1.3 GHz","1.3 GHz","122","0","SP6ASD","JO81LD","1541","9","1541","9","","0,0 %","1","0,4 %","100,0 %","0,0 %","OM3KII","261","0","PWR(W): 60","TRX:","Ant: 23 ele F9FT","ASL(m): 115","",
"SO 1.3 GHz","1.3 GHz","123","0","OK2VPX","JN89NP","1528","24","1528","24","","0,0 %","1","3,6 %","0,0 %","0,0 %","OK1NS","211","0","PWR(W): 13","TRX: ft817+tr","Ant: 44y","ASL(m): 240","",
"SO 1.3 GHz","1.3 GHz","124","0","DJ2DA","JO61PG","1594","10","1510","9","","5,3 %","0","0,0 %","33,3 %","0,0 %","OL9W","402","0","PWR(W): 0","TRX:","Ant: 2m Dish","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","125","0","DF7NX","JN49MW","1496","11","1496","11","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","271","0","PWR(W): 10","TRX:","Ant: 9 ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","126","0","DK1GM","JN57MT","2060","12","1494","11","","27,5 %","0","0,0 %","0,0 %","0,0 %","DK0NA","286","0","PWR(W): 80","TRX:","Ant: Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","127","0","DK1LJ","JN57MT","1491","14","1491","14","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","286","0","PWR(W): 80","TRX:","Ant: Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","128","0","IK5AMB","JN54FF","1403","10","1403","10","","0,0 %","0","0,0 %","0,0 %","0,0 %","S59DGO","351","0","PWR(W): 10","TRX: KENWOOD TS 2000","Ant: 16 ELEM.","ASL(m): 1700","",
"SO 1.3 GHz","1.3 GHz","129","0","S52IT","JN66WB","1534","14","1371","13","","10,6 %","1","17,9 %","61,5 %","0,0 %","IV4CHE","246","0","PWR(W): 10","TRX: IC9700","Ant: 16 elm.Yagi","ASL(m): 1072","",
"SO 1.3 GHz","1.3 GHz","130","0","DL1HTL","JO51XN","1736","21","1349","17","","22,3 %","1","1,0 %","0,0 %","0,0 %","DL6JZ","146","0","PWR(W): 0","TRX:","Ant: YAGI Homemade","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","131","0","OK9ATD","JN79HW","1431","15","1328","14","","7,2 %","0","0,0 %","0,0 %","0,0 %","OM6A","315","0","PWR(W): 3","TRX: icom 705+transvertor","Ant: WIMO 4xbiquad","ASL(m): 505","",
"SO 1.3 GHz","1.3 GHz","132","0","DK2TX","JN59LN","1313","13","1313","13","","0,0 %","0","0,0 %","15,4 %","0,0 %","OK2M","199","0","PWR(W): 20","TRX:","Ant: yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","133","0","OK2UUJ","JN89QQ","1297","19","1297","19","","0,0 %","0","0,0 %","0,0 %","0,0 %","OE1W","230","0","PWR(W): 10","TRX: IC9700","Ant: Y 44el","ASL(m): 600","",
"SO 1.3 GHz","1.3 GHz","134","0","DK2CB","JO71IX","1277","8","1277","8","","0,0 %","0","0,0 %","37,5 %","0,0 %","DK0NA","281","0","PWR(W): 0","TRX:","Ant: 38 ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","135","0","HA2MI/P","JN97DQ","1787","14","1275","12","","28,7 %","0","0,0 %","91,7 %","0,0 %","HA8V","202","0","PWR(W): 10","TRX:","Ant: 14 el. Yagi","ASL(m): 186","",
"SO 1.3 GHz","1.3 GHz","136","0","IQ5PO","JN53NV","1284","10","1270","9","","1,1 %","0","0,0 %","11,1 %","0,0 %","S59DGO","325","0","PWR(W): 100","TRX: IC 9700","Ant: Yagi","ASL(m): 190","",
"SO 1.3 GHz","1.3 GHz","136","0","I5NSR","JN53NV","1284","10","1270","9","","1,1 %","0","0,0 %","11,1 %","0,0 %","S59DGO","325","0","PWR(W): 100","TRX: IC 9700","Ant: Yagi","ASL(m): 190","",
"SO 1.3 GHz","1.3 GHz","138","0","I3JUK","JN55WI","1250","13","1250","13","","0,0 %","0","0,0 %","23,1 %","0,0 %","S59DGO","204","0","PWR(W): 10","TRX: ic9700","Ant: 27 el","ASL(m): 12","",
"SO 1.3 GHz","1.3 GHz","139","0","OK2JI","JN89LX","1209","18","1209","18","","0,0 %","0","0,0 %","0,0 %","0,0 %","OM6A","165","0","PWR(W): 30","TRX: TRX-11+transvertor","Ant: 4xSBF","ASL(m): 330","",
"SO 1.3 GHz","1.3 GHz","140","0","DL3YCW","JO42HA","1206","7","1206","7","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","333","0","PWR(W): 80","TRX:","Ant: 2 x 45 Ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","141","0","DG1YBN","JO31VX","1198","13","1198","13","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","387","0","PWR(W): 50","TRX:","Ant: 2x15 Ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","142","0","DG0CPG","JO51TU","1406","19","1187","17","","15,6 %","0","0,0 %","0,0 %","0,0 %","DG0LFF","185","0","PWR(W): 0","TRX:","Ant: 48 El Yagi, H","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","143","0","OK6M","JN99CR","1161","8","1161","8","","0,0 %","0","0,0 %","50,0 %","0,0 %","OK2A","394","0","PWR(W): 100","TRX: ts790","Ant: parascope 140cm","ASL(m): 320","",
"SO 1.3 GHz","1.3 GHz","144","0","DL2DRG","JO70IT","1359","14","1137","12","","16,3 %","0","0,0 %","16,7 %","0,0 %","OK2A","143","0","PWR(W): 50","TRX:","Ant: 26 El . Yagi ,","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","145","0","DL4MFM/P","JO42AE","1128","13","1128","13","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL8LR","297","0","PWR(W): 25","TRX:","Ant: 24 ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","146","0","DG3YJB/P","JO31NN","1077","21","1077","21","","0,0 %","1","0,5 %","0,0 %","0,0 %","DL8LR","223","0","PWR(W): 0","TRX:","Ant: 21el. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","147","0","OM5LD","JN98AH","1144","16","1050","15","","8,2 %","0","0,0 %","66,7 %","0,0 %","OL9W","131","0","PWR(W): 5","TRX: IC910","Ant: 4xBiquad","ASL(m): 180","",
"SO 1.3 GHz","1.3 GHz","148","0","OM2RL","JN88NR","1042","11","1042","11","","0,0 %","0","0,0 %","63,6 %","0,0 %","OK1KPA","155","0","PWR(W): 10","TRX: IC-9700","Ant: Pbsito 80x70cm","ASL(m): 199","",
"SO 1.3 GHz","1.3 GHz","149","0","DL7MY/P","JN58MD","1028","15","972","14","","5,4 %","0","0,0 %","0,0 %","0,0 %","DH9NFM","234","0","PWR(W): 100","TRX:","Ant: 100cm Spiegel","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","150","0","DK5AJ","JO51GO","1174","5","931","4","","20,7 %","0","0,0 %","0,0 %","0,0 %","DK1KC/P","371","0","PWR(W): 100","TRX:","Ant: Wimo","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","151","0","HA2MJ","JN97DQ","1114","13","912","11","","18,1 %","0","0,0 %","90,9 %","0,0 %","OM6A","162","0","PWR(W): 10","TRX:","Ant: yagi","ASL(m): 185","",
"SO 1.3 GHz","1.3 GHz","152","0","LZ1ZB","KN12PO","909","7","909","7","","0,0 %","0","0,0 %","14,3 %","0,0 %","LZ2QA","424","0","PWR(W): 20","TRX:","Ant: 24 el. yagi","ASL(m): 2000","",
"SO 1.3 GHz","1.3 GHz","153","0","DD7EQ","JO31IG","892","19","892","19","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL8LR","195","0","PWR(W): 10","TRX:","Ant: Flexa","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","154","0","DK1RS","JO60MM","878","10","878","10","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK4VW","308","0","PWR(W): 10","TRX:","Ant: 17wl yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","155","0","DF1DT","JO31EE","830","10","830","10","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL8LR","193","0","PWR(W): 10","TRX:","Ant: 28 ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","156","0","IK7JNM","JN80XO","1522","7","807","6","","47,0 %","2","8,9 %","0,0 %","0,0 %","I4CIV","589","0","PWR(W): 5","TRX: 9700","Ant: 23elem tonna","ASL(m): 18","",
"SO 1.3 GHz","1.3 GHz","157","0","HB9MDP","JN47OG","793","8","793","8","","0,0 %","0","0,0 %","0,0 %","0,0 %","F6KDL/P","172","0","PWR(W): 16","TRX:","Ant: Yagi 37 Ell","ASL(m): 1520","",
"SO 1.3 GHz","1.3 GHz","158","0","3Z3Z","JO82LN","773","3","773","3","","0,0 %","1","26,1 %","0,0 %","0,0 %","OL9W","354","0","PWR(W): 10","TRX:","Ant: Yagi 55 el.","ASL(m): 90","",
"SO 1.3 GHz","1.3 GHz","159","0","DM4KR","JO51TT","777","13","772","12","","0,6 %","0","0,0 %","0,0 %","0,0 %","OK2A","178","0","PWR(W): 5","TRX:","Ant: 28 El. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","160","0","DC1KS","JN58KI","756","15","756","15","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM8AK","99","0","PWR(W): 50","TRX:","Ant: 35 Element Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","161","0","DL2FFW","JO50LQ","752","5","752","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK2M","233","0","PWR(W): 10","TRX:","Ant: 21 Elemente Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","162","0","S50J","JN65VO","823","10","751","9","","8,7 %","0","0,0 %","22,2 %","0,0 %","IU4CHE","198","0","PWR(W): 10","TRX: TS2000X","Ant: 55EL","ASL(m): 150m","",
"SO 1.3 GHz","1.3 GHz","163","0","DJ3QB","JO32RG","742","8","742","8","","0,0 %","0","0,0 %","0,0 %","0,0 %","DM5D","417","0","PWR(W): 10","TRX:","Ant: 28 Element Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","164","0","IZ0MJE","JN61FU","741","2","741","2","","0,0 %","0","0,0 %","50,0 %","0,0 %","IK7UXW","479","0","PWR(W): 100","TRX:","Ant: 2x35 el yagi","ASL(m): 100","",
"SO 1.3 GHz","1.3 GHz","165","0","OK2ULP","JN89JT","758","10","712","9","","6,1 %","0","0,0 %","0,0 %","0,0 %","OM6A","165","0","PWR(W): 10","TRX: IC 910","Ant: YAGI 54 el.","ASL(m): 580","",
"SO 1.3 GHz","1.3 GHz","166","0","DG5EM","JO31JK","754","20","682","17","","9,5 %","0","0,0 %","0,0 %","0,0 %","DL1KFS","87","0","PWR(W): 20","TRX:","Ant: Yagi H","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","167","0","DB9OH","JO52JI","688","9","666","8","","3,2 %","0","0,0 %","0,0 %","0,0 %","OK2A","259","0","PWR(W): 10","TRX:","Ant: 7 El. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","168","0","DL1XMW/P","JN58MD","721","12","659","11","","8,6 %","0","0,0 %","0,0 %","0,0 %","DH9NFM","234","0","PWR(W): 100","TRX:","Ant: 100cm dish","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","169","0","DG3BZ","JO31MI","655","14","655","14","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","86","0","PWR(W): 10","TRX:","Ant: Spiegel","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","170","0","DL4YDR","JO32RG","646","11","646","11","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","360","0","PWR(W): 10","TRX:","Ant: 16 Elem Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","170","0","DF0WSB","JO31FG","646","12","646","12","","0,0 %","0","0,0 %","0,0 %","0,0 %","ON4CJQ/P","117","0","PWR(W): 20","TRX:","Ant: 52 ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","172","0","OK2BRZ","JN89PP","631","11","631","11","","0,0 %","0","0,0 %","36,4 %","0,0 %","OM6A","125","0","PWR(W): 4","TRX: Fantom + transvertor","Ant: 2x biquad","ASL(m): 230","",
"SO 1.3 GHz","1.3 GHz","173","0","DL9TU","JN68AQ","622","6","622","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","DH9NFM","177","0","PWR(W): 10","TRX:","Ant: 44 Ele. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","174","0","DM3HA","JO61TL","873","8","619","6","","29,1 %","0","0,0 %","0,0 %","0,0 %","DK0NA","188","0","PWR(W): 10","TRX:","Ant: 35 El. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","175","0","DM2HW","JN59PP","616","6","616","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","OE5VRL","257","0","PWR(W): 10","TRX:","Ant: Patch","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","176","0","OK1VM","JO60VR","624","8","611","7","","2,1 %","0","0,0 %","0,0 %","0,0 %","OK9ATD","107","0","PWR(W): 5","TRX:","Ant: 56y","ASL(m): 870","",
"SO 1.3 GHz","1.3 GHz","177","0","DF9ME/P","JN68MU","609","5","609","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL9AAA/P","191","0","PWR(W): 10","TRX:","Ant: 36 el Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","178","0","DG8MDN/P","JN58MD","640","10","602","9","","5,9 %","0","0,0 %","0,0 %","0,0 %","DH9NFM","234","0","PWR(W): 100","TRX:","Ant: 100cm dish","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","179","0","DL2KBX","JO30EM","593","6","593","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","188","0","PWR(W): 10","TRX:","Ant: 48 Elem. Flexa","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","180","0","DK2WC","JO31OM","572","11","572","11","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL4MFM/P","94","0","PWR(W): 100","TRX:","Ant: Lw","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","181","0","OM3THX","JN98ET","651","10","562","8","","13,7 %","0","0,0 %","62,5 %","0,0 %","HA2ML","135","0","PWR(W): 3","TRX: TR9130 + Transvertor","Ant: YAGI","ASL(m): 997","",
"SO 1.3 GHz","1.3 GHz","182","0","IW2NHE","JN45QT","561","4","561","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","IQ1KW","214","0","PWR(W): 1","TRX: FT817+transverter","Ant: yagi","ASL(m): 900","",
"SO 1.3 GHz","1.3 GHz","183","0","SP9DSD/P","JO90BK","774","6","560","4","","27,6 %","0","0,0 %","50,0 %","0,0 %","OM3KII","179","0","PWR(W): 10","TRX:","Ant: 13el","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","184","0","DF1RD/P","JN59UN","553","5","553","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF2FQ","201","0","PWR(W): 10","TRX:","Ant: Yagi 21 El.","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","185","0","DL2PK","JO31IK","518","13","518","13","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL1KFS","86","0","PWR(W): 200","TRX:","Ant: 23 Element Tonna","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","186","0","S53FO","JN76ID","507","6","507","6","","0,0 %","0","0,0 %","50,0 %","0,0 %","9A4M","157","0","PWR(W): 2","TRX: ic202+trv","Ant: 1,9m dish","ASL(m): 320","",
"SO 1.3 GHz","1.3 GHz","187","0","IK2RLN","JN45UR","484","5","484","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","IQ1KW","230","0","PWR(W): 10","TRX: ICOM IC7000 + TRASVERTER","Ant: YAGI 55 ELEMENTI","ASL(m): 320","",
"SO 1.3 GHz","1.3 GHz","188","0","DK5KT","JO52HM","1457","13","483","6","","66,8 %","0","0,0 %","0,0 %","0,0 %","DF0MU","232","0","PWR(W): 140","TRX:","Ant: SHF-2328","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","189","0","DH6ABE","JO31MF","452","5","452","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL6ZXG","275","0","PWR(W): 30","TRX:","Ant: shf 2344","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","190","0","LZ2JU","KN34NA","441","4","441","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","YO9AYN","162","0","PWR(W): 2.5","TRX:","Ant: 36 el Yagi","ASL(m): 50","",
"SO 1.3 GHz","1.3 GHz","191","0","IK3MLF","JN55WJ","435","5","435","5","","0,0 %","0","0,0 %","20,0 %","0,0 %","S59DGO","203","0","PWR(W): 10","TRX: IC-9700","Ant: 55 ELEMENTI","ASL(m): 40","",
"SO 1.3 GHz","1.3 GHz","192","0","DF4NR/P","JO40XJ","858","6","434","4","","49,4 %","0","0,0 %","0,0 %","0,0 %","OK2A","201","0","PWR(W): 120","TRX:","Ant: Tonna","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","193","0","DK1CB","JO53DL","412","3","412","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","360","0","PWR(W): 70","TRX:","Ant: 1m Spiegel","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","194","0","DL1DSR/P","JO61MH","403","7","403","7","","0,0 %","2","26,8 %","0,0 %","0,0 %","DG0JMB/P","88","0","PWR(W): 2","TRX:","Ant: Ya-13","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","195","0","DL6NEJ","JN59MN","423","8","402","7","","5,0 %","0","0,0 %","0,0 %","0,0 %","DL6NAQ","118","0","PWR(W): 8","TRX:","Ant: 16 ele Yagiantenne","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","196","0","DM2DXG","JO51MV","378","10","378","10","","0,0 %","0","0,0 %","20,0 %","0,0 %","DF0YY","107","0","PWR(W): 10","TRX:","Ant: 10 Elemente Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","197","0","DG0ONW","JO50LP","372","6","372","6","","0,0 %","0","0,0 %","0,0 %","0,0 %","OK2A","133","0","PWR(W): 20","TRX:","Ant: 1 m Dish","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","198","0","DK2YCT","JO32RG","760","9","343","8","","54,9 %","0","0,0 %","0,0 %","0,0 %","DG2EX","110","0","PWR(W): 10","TRX:","Ant: 21 el. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","199","0","DL2CH","JN59WB","342","3","342","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","145","0","PWR(W): 100","TRX:","Ant: 18 Ele Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","200","0","YO3FWL","KN24XL","331","4","331","4","","0,0 %","1","22,1 %","0,0 %","0,0 %","LZ6R","113","0","PWR(W): 20","TRX:","Ant: DJ9BV","ASL(m): 90","",
"SO 1.3 GHz","1.3 GHz","201","0","OK2KG","JN89JI","473","7","325","6","","31,3 %","0","0,0 %","83,3 %","0,0 %","OL9W","104","0","PWR(W): 10","TRX: IC-9700","Ant: 28el yagi","ASL(m): 550","",
"SO 1.3 GHz","1.3 GHz","202","0","LZ1IQ","KN12PQ","315","4","315","4","","0,0 %","0","0,0 %","50,0 %","0,0 %","LZ1GJ","136","0","PWR(W): 25","TRX:","Ant: 12el OK2KKW","ASL(m): 600","",
"SO 1.3 GHz","1.3 GHz","202","0","OM3TLE","JN98DR","315","7","315","7","","0,0 %","0","0,0 %","85,7 %","0,0 %","OM3RRC","66","0","PWR(W): 1","TRX: T81A+HOME MADE","Ant: Yagi","ASL(m): 216","",
"SO 1.3 GHz","1.3 GHz","204","0","IK5XVV","JN53OS","281","1","281","1","","0,0 %","0","0,0 %","0,0 %","0,0 %","I2SVA","281","0","PWR(W): 7","TRX:","Ant: YAGI MONOBANDA 35EL","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","205","0","OM6CV","JN99LD","263","4","263","4","","0,0 %","0","0,0 %","0,0 %","0,0 %","OM5CM","161","0","PWR(W): 10","TRX: TS2000X","Ant: 1,2m parabola","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","206","0","DG4VW","JO61VB","322","4","249","3","","22,7 %","0","0,0 %","0,0 %","0,0 %","DK0NA","172","0","PWR(W): 10","TRX:","Ant: 23 Elem","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","207","0","OK2UPG","JN99IP","343","5","245","4","","28,6 %","0","0,0 %","0,0 %","0,0 %","SP9BJV","98","0","PWR(W): 10","TRX: IC-9700","Ant: 44el.yagi","ASL(m): 366","",
"SO 1.3 GHz","1.3 GHz","208","0","DL5OU","JO52EQ","243","2","243","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","220","0","PWR(W): 20","TRX:","Ant: 26 Element Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","209","0","DL2AWR","JN58KI","238","5","238","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL9AAA/P","89","0","PWR(W): 10","TRX:","Ant: Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","210","0","HA5T","JN97ML","236","4","236","4","","0,0 %","0","0,0 %","75,0 %","0,0 %","HA8V","141","0","PWR(W): 10","TRX:","Ant: 44. el. Yagi","ASL(m): 20","",
"SO 1.3 GHz","1.3 GHz","210","0","DM3JAN","JO60OM","236","3","236","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","114","0","PWR(W): 100","TRX:","Ant: 36ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","212","0","9A2MW","JN75VW","287","5","226","4","","21,3 %","0","0,0 %","0,0 %","0,0 %","S59DGO","110","0","PWR(W): 10","TRX:","Ant: 24 el.loop yagi","ASL(m): 260","",
"SO 1.3 GHz","1.3 GHz","213","0","IW3QID","JN65VP","286","6","217","5","","24,1 %","0","0,0 %","0,0 %","0,0 %","IK3ERQ","137","0","PWR(W): 10","TRX: IC-9700","Ant: YAGY 16 EL 16JXX23 I0JXX","ASL(m): 100","",
"SO 1.3 GHz","1.3 GHz","214","0","DG8CA","JO32RG","205","5","205","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DG2EX","110","0","PWR(W): 10","TRX:","Ant: Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","215","0","HB9ABN","JN47QK","198","3","198","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","HB9BAT/P","140","0","PWR(W): 2","TRX:","Ant: 26 ele","ASL(m): 720","",
"SO 1.3 GHz","1.3 GHz","216","0","DL1DBR","JO41BN","172","3","172","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DF0MU","84","0","PWR(W): 0","TRX:","Ant: 23 ele","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","217","0","DH0HAN","JN59LN","163","5","163","5","","0,0 %","0","0,0 %","0,0 %","0,0 %","DH9NFM","83","0","PWR(W): 10","TRX:","Ant: Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","218","0","DH3NAN","JO50NC","162","3","162","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL6NAQ","88","0","PWR(W): 200","TRX:","Ant: 4 x 23 el.","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","219","0","DC4HF","JO52MF","238","7","155","5","","34,9 %","0","0,0 %","0,0 %","0,0 %","DM2DXG","38","0","PWR(W): 10","TRX:","Ant: Dual-BiQuad","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","220","0","OM7AZZ","JN98TT","275","3","142","2","","48,4 %","0","0,0 %","0,0 %","0,0 %","OM3RBS","73","0","PWR(W): 10","TRX: FT991A + transvertor","Ant: 2 x 26 el Y","ASL(m): 905","",
"SO 1.3 GHz","1.3 GHz","221","0","DM5CT","JO60DO","126","3","126","3","","0,0 %","0","0,0 %","0,0 %","0,0 %","DK0NA","55","0","PWR(W): 2","TRX:","Ant: 16 El. Yagi","ASL(m):","",
"SO 1.3 GHz","1.3 GHz","222","0","DD1ZQ","JO40FD","115","2","115","2","","0,0 %","0","0,0 %","0,0 %","0,0 %","DL6NAQ","110","0","PWR(W): 10","TRX:","Ant: 16 Elem. Yagi","ASL(m):","",
